ER:
32A_08 - 40
32B_08 - 44
32C_08 - 54
32A_15 - 84
32B_15 - 55
32A_2 - 122
32B_2 - 106
50A_1 - 118
50B_1 - 121
50A_2 - 269
50B_2 - 253
75A_07 - 209
75B_07 - 208
75C_07 - 185
